Rating,day,month,year,hour,minute,second,dayofweek,weekofyear,Country,Reviews,Reads,Useful,Num_inc_title,Num_inc_review,r_compound,r_negative,r_positive,r_neutral,t_compound,t_negative,t_positive,t_neutral,NN_inc_title,NN_inc_review,Rel_w_title,Rel_w_review,Lems_title,Lems_review,Snow_title,Snow_review,Porter_title,Porter_review,Lanc_title,Lanc_review,Lems_title_review,Snow_title_review,Porter_title_review,Lanc_title_review,Rel_w_title_review,Key_country,Lex_preds
4,16,6,2016,14,51,57,4,24,United States,1,3,0,Nice application .,"I love this app so much . The text capability has to come back , please bring it back .",0.7579,-0.0,0.317,0.683,0.4215,-0.0,0.737,0.263,nice application .,"I love this app so much . the text capability has to come back , please bring it back .",nice application ,"love app much  text capability come back , please bring back ",nice application,"love app much text capability come back , please bring back",nice applic,"love app much text capabl come back , pleas bring back",nice applic,"love app much text capabl come back , pleas bring back",nic apply,"lov ap much text cap com back , pleas bring back","nice application love app much text capability come back , please bring back","nice applic love app much text capabl come back , pleas bring back","nice applic love app much text capabl come back , pleas bring back","nic apply lov ap much text cap com back , pleas bring back","nice application  love app much  text capability come back , please bring back ",1,5
4,16,6,2016,14,37,58,4,24,United States,1,3,0,everything is good except issue resolving,I think they are good in all aspects . They need to concentrate on customer support .,0.6808,-0.0,0.318,0.682,0.6705,-0.0,0.579,0.421,everything is good except issue resolving,I think they are good in all aspects . they need to concentrate on customer support .,everything good except issue resolving,think good aspects  need concentrate customer support ,everything good except issue resolving,think good aspect need concentrate customer support,everyth good except issu resolv,think good aspect need concentr custom support,everyth good except issu resolv,think good aspect need concentr custom support,everyth good exceiv issu resolv,think good aspect nee cont custom support,everything good except issue resolving think good aspect need concentrate customer support,everyth good except issu resolv think good aspect need concentr custom support,everyth good except issu resolv think good aspect need concentr custom support,everyth good exceiv issu resolv think good aspect nee cont custom support,everything good except issue resolving think good aspects  need concentrate customer support ,1,5
5,16,6,2016,14,32,25,4,24,United States,1,4,0,Excellent,This is the best calling card I have ever used .,0.6369,-0.0,0.344,0.656,0.5719,-0.0,1.0,0.0,excellent,this is the best calling card I have ever used .,excellent,best calling card ever used ,excellent,best calling card ever used,excel,best call card ever use,excel,best call card ever use,excel,best cal card ev us,excellent best calling card ever used,excel best call card ever use,excel best call card ever use,excel best cal card ev us,excellent best calling card ever used ,1,5
5,16,6,2016,14,1,35,4,24,United States,1,4,0,Awesome clear voice calls,Awesome clear voice calls ! Although cheaper,0.7901,-0.0,0.636,0.364,0.7717,-0.0,0.77,0.23,awesome clear voice calls,awesome clear voice calls ! although cheaper,awesome clear voice calls,awesome clear voice calls !although cheaper,awesome clear voice call,awesome clear voice call ! although cheaper,awesom clear voic call,awesom clear voic call ! although cheaper,awesom clear voic call,awesom clear voic call ! although cheaper,awesom clear voic cal,awesom clear voic cal ! although cheap,awesome clear voice call awesome clear voice call ! although cheaper,awesom clear voic call awesom clear voic call ! although cheaper,awesom clear voic call awesom clear voic call ! although cheaper,awesom clear voic cal awesom clear voic cal ! although cheap,awesome clear voice calls awesome clear voice calls !although cheaper,1,5
4,16,6,2016,14,0,40,4,24,United States,1,4,0,its good .. has minor problems,"Sometimes , there's too much of voice delay while calling abroad . Sometimes the person at the other end sees some different phone number on his caller ID when you call . The call gets dropped every NUM  NUM min or so . apart from this , I like this app",0.2204,-0.047,0.086,0.866,0.0516,-0.281,0.302,0.417,its good .. has minor problems,"sometimes , there 's too much of voice delay while calling abroad . sometimes the person at the other end sees some different phone number on his caller ID when you call . the call gets dropped every NUM NUM min or so . apart from this , I like this app",good  minor problems,"sometimes , ' much voice delay calling abroad  sometimes person end sees different phone number caller ID call  call gets dropped every NUM NUM min  apart , like app",good minor problem,"sometimes , ' much voice delay calling abroad sometimes person end see different phone number caller ID call call get dropped every NUM NUM min apart , like app",good minor problem,"sometim , ' much voic delay call abroad sometim person end see differ phone number caller id call call get drop everi num num min apart , like app",good minor problem,"sometim , ' much voic delay call abroad sometim person end see differ phone number caller ID call call get drop everi num num min apart , like app",good min problem,"sometim , ' much voic delay cal abroad sometim person end see diff phon numb cal id cal cal get drop every num num min apart , lik ap","good minor problem sometimes , ' much voice delay calling abroad sometimes person end see different phone number caller ID call call get dropped every NUM NUM min apart , like app","good minor problem sometim , ' much voic delay call abroad sometim person end see differ phone number caller id call call get drop everi num num min apart , like app","good minor problem sometim , ' much voic delay call abroad sometim person end see differ phone number caller ID call call get drop everi num num min apart , like app","good min problem sometim , ' much voic delay cal abroad sometim person end see diff phon numb cal id cal cal get drop every num num min apart , lik ap","good  minor problems sometimes , ' much voice delay calling abroad  sometimes person end sees different phone number caller ID call  call gets dropped every NUM NUM min  apart , like app",1,3
4,16,6,2016,13,41,10,4,24,United States,1,3,0,most and service,"Very good service from  COMPANY  . I use it for India calling and i get NUM out of NUM calls as drop . From the cost stand point , i hope the price is not increased as  PRICE unlimited is very economical and budget .",0.4903,-0.089,0.138,0.773,0.0,-0.0,0.0,1.0,most and service,"very good service from COMPANY . I use it for india calling and i get NUM out of NUM calls as drop . from the cost stand point , i hope the price is not !increased as PRICE unlimited is very economical and budget .",service,"good service COMPANY  use india calling get NUM NUM calls drop  cost stand point , hope price not !increased PRICE unlimited economical budget ",service,"good service COMPANY use india calling get NUM NUM call drop cost stand point , hope price not ! increased PRICE unlimited economical budget",servic,"good servic compani use india call get num num call drop cost stand point , hope price not ! increas price unlimit econom budget",servic,"good servic compani use india call get num num call drop cost stand point , hope price not ! increas price unlimit econom budget",serv,"good serv company us ind cal get num num cal drop cost stand point , hop pric not ! increas pric unlimit econom budget","service good service COMPANY use india calling get NUM NUM call drop cost stand point , hope price not ! increased PRICE unlimited economical budget","servic good servic compani use india call get num num call drop cost stand point , hope price not ! increas price unlimit econom budget","servic good servic compani use india call get num num call drop cost stand point , hope price not ! increas price unlimit econom budget","serv good serv company us ind cal get num num cal drop cost stand point , hop pric not ! increas pric unlimit econom budget","service good service COMPANY  use india calling get NUM NUM calls drop  cost stand point , hope price not !increased PRICE unlimited economical budget ",1,3
5,16,6,2016,13,0,47,4,24,United States,1,4,0,Awesome calling experience .,"I am working in US and my family is in India . Previously , I used to call my family using other calling card providers and there rates were wat more than  COMPANY  . The quality was also not good as compared to  COMPANY  . The most important part with  COMPANY  is your call goes with the same number you are calling unlike other cheap calling cards . Voice clarity is pretty good in case of  COMPANY  . There are few instances where we have issues but  COMPANY  keep on asking the review of call and provides us better quality next time . Thanks  COMPANY  team for providing such a awesome service .",0.9485,-0.029,0.172,0.799,0.6249,-0.0,0.672,0.328,awesome calling experience .,"I am working in US and my family is in india . previously , I used to call my family using other calling card providers and there rates were wat more than COMPANY . the quality was also not !good as compared to COMPANY . the most important part with COMPANY is your call goes with the same number you are calling unlike other cheap calling cards . voice clarity is pretty good in case of COMPANY . there are few instances where we have issues but COMPANY keep on asking the review of call and provides us better quality next time . thanks COMPANY team for providing such a awesome service .",awesome calling experience ,"working US family india  previously , used call family using calling card providers rates wat COMPANY  quality also not !good compared COMPANY  important part COMPANY call goes number calling unlike cheap calling cards  voice clarity pretty good case COMPANY  instances issues COMPANY keep asking review call provides us better quality next time  thanks COMPANY team providing awesome service ",awesome calling experience,"working US family india previously , used call family using calling card provider rate wat COMPANY quality also not ! good compared COMPANY important part COMPANY call go number calling unlike cheap calling card voice clarity pretty good case COMPANY instance issue COMPANY keep asking review call provides u better quality next time thanks COMPANY team providing awesome service",awesom call experi,"work us famili india previous , use call famili use call card provid rate wat compani qualiti also not ! good compar compani import part compani call goe number call unlik cheap call card voic clariti pretti good case compani instanc issu compani keep ask review call provid us better qualiti next time thank compani team provid awesom servic",awesom call experi,"work US famili india previous , use call famili use call card provid rate wat compani qualiti also not ! good compar compani import part compani call goe number call unlik cheap call card voic clariti pretti good case compani instanc issu compani keep ask review call provid us better qualiti next time thank compani team provid awesom servic",awesom cal expery,"work us famy ind prevy , us cal famy us cal card provid rat wat company qual also not ! good comp company import part company cal goe numb cal unlik cheap cal card voic clar pretty good cas company inst issu company keep ask review cal provid us bet qual next tim thank company team provid awesom serv","awesome calling experience working US family india previously , used call family using calling card provider rate wat COMPANY quality also not ! good compared COMPANY important part COMPANY call go number calling unlike cheap calling card voice clarity pretty good case COMPANY instance issue COMPANY keep asking review call provides u better quality next time thanks COMPANY team providing awesome service","awesom call experi work us famili india previous , use call famili use call card provid rate wat compani qualiti also not ! good compar compani import part compani call goe number call unlik cheap call card voic clariti pretti good case compani instanc issu compani keep ask review call provid us better qualiti next time thank compani team provid awesom servic","awesom call experi work US famili india previous , use call famili use call card provid rate wat compani qualiti also not ! good compar compani import part compani call goe number call unlik cheap call card voic clariti pretti good case compani instanc issu compani keep ask review call provid us better qualiti next time thank compani team provid awesom servic","awesom cal expery work us famy ind prevy , us cal famy us cal card provid rat wat company qual also not ! good comp company import part company cal goe numb cal unlik cheap cal card voic clar pretty good cas company inst issu company keep ask review cal provid us bet qual next tim thank company team provid awesom serv","awesome calling experience  working US family india  previously , used call family using calling card providers rates wat COMPANY  quality also not !good compared COMPANY  important part COMPANY call goes number calling unlike cheap calling cards  voice clarity pretty good case COMPANY  instances issues COMPANY keep asking review call provides us better quality next time  thanks COMPANY team providing awesome service ",1,5
4,16,6,2016,12,56,58,4,24,United States,1,2,0,I am not able to update my new number using same account,Overall good service .. I am really enjoying this app .,0.7645,-0.0,0.485,0.515,0.0772,-0.0,0.115,0.885,I am not !able to update my new number using same account,overall good service .. I am really enjoying this app .,not !able update new number using account,overall good service  really enjoying app ,not ! able update new number using account,overall good service really enjoying app,not ! abl updat new number use account,overal good servic realli enjoy app,not ! abl updat new number use account,overal good servic realli enjoy app,not ! abl upd new numb us account,overal good serv real enjoy ap,not ! able update new number using account overall good service really enjoying app,not ! abl updat new number use account overal good servic realli enjoy app,not ! abl updat new number use account overal good servic realli enjoy app,not ! abl upd new numb us account overal good serv real enjoy ap,not !able update new number using account overall good service  really enjoying app ,1,5
5,16,6,2016,12,31,53,4,24,United States,1,4,0,a better way to stay connected,I have been using  COMPANY  around NUM months now . The service is really good and the calls are very clear .,0.7258,-0.0,0.264,0.736,0.4404,-0.0,0.42,0.58,a better way to stay connected,I have been using COMPANY around NUM months now . the service is really good and the calls are very clear .,better way stay connected,using COMPANY around NUM months  service really good calls clear ,better way stay connected,using COMPANY around NUM month service really good call clear,better way stay connect,use compani around num month servic realli good call clear,better way stay connect,use compani around num month servic realli good call clear,bet way stay connect,us company around num month serv real good cal clear,better way stay connected using COMPANY around NUM month service really good call clear,better way stay connect use compani around num month servic realli good call clear,better way stay connect use compani around num month servic realli good call clear,bet way stay connect us company around num month serv real good cal clear,better way stay connected using COMPANY around NUM months  service really good calls clear ,1,5
4,16,6,2016,12,22,1,4,24,United States,1,2,0,used to be Better,"Used to be much better , call clarity has reduced significantly for the last month or two .",0.6808,-0.0,0.286,0.714,0.4404,-0.0,0.492,0.508,used to be better,"used to be much better , call clarity has reduced significantly for the last month or two .",used better,"used much better , call clarity reduced significantly last month two ",used better,"used much better , call clarity reduced significantly last month two",use better,"use much better , call clariti reduc signific last month two",use better,"use much better , call clariti reduc significantli last month two",us bet,"us much bet , cal clar reduc sign last mon two","used better used much better , call clarity reduced significantly last month two","use better use much better , call clariti reduc signific last month two","use better use much better , call clariti reduc significantli last month two","us bet us much bet , cal clar reduc sign last mon two","used better used much better , call clarity reduced significantly last month two ",1,5
5,16,6,2016,12,19,10,4,24,United States,1,3,0,very good ..,I like reptel connection very much .. Its very easy to connect with our loved ones and talk to them .. I am happy to use reptel ..,0.923,-0.0,0.377,0.623,0.4927,-0.0,0.615,0.385,very good ..,I like reptel connection very much .. its very easy to connect with our loved ones and talk to them .. I am happy to use reptel ..,good ,like reptel connection much  easy connect loved ones talk  happy use reptel ,good,like reptel connection much easy connect loved one talk happy use reptel,good,like reptel connect much easi connect love one talk happi use reptel,good,like reptel connect much easi connect love one talk happi use reptel,good,lik reptel connect much easy connect lov on talk happy us reptel,good like reptel connection much easy connect loved one talk happy use reptel,good like reptel connect much easi connect love one talk happi use reptel,good like reptel connect much easi connect love one talk happi use reptel,good lik reptel connect much easy connect lov on talk happy us reptel,good  like reptel connection much  easy connect loved ones talk  happy use reptel ,1,5
4,16,6,2016,12,17,9,4,24,United States,1,2,0,by COMPANY,One of the best . Very clear when I call home .,0.796,-0.0,0.503,0.497,0.0,-0.0,0.0,1.0,by COMPANY,one of the best . very clear when I call home .,COMPANY,one best  clear call home ,COMPANY,one best clear call home,compani,one best clear call home,compani,one best clear call home,company,on best clear cal hom,COMPANY one best clear call home,compani one best clear call home,compani one best clear call home,company on best clear cal hom,COMPANY one best  clear call home ,1,5
5,16,6,2016,12,13,57,4,24,United States,1,3,0,very efficient ...,"I am glad I have your services . I have never regretted using  COMPANY  . Never been disappointed in calling Nigeria or South Africa , or anywhere .",0.2695,-0.118,0.197,0.685,0.4754,-0.0,0.607,0.393,very efficient ...,"I am glad I have your services . I have never !regretted using COMPANY . never !been disappointed in calling nigeria or south africa , or anywhere .",efficient ,"glad services  never !regretted using COMPANY  never !disappointed calling nigeria south africa , anywhere ",efficient,"glad service never ! regretted using COMPANY never ! disappointed calling nigeria south africa , anywhere",effici,"glad servic never ! regret use compani never ! disappoint call nigeria south africa , anywher",effici,"glad servic never ! regret use compani never ! disappoint call nigeria south africa , anywher",efficy,"glad serv nev ! regret us company nev ! disappoint cal niger sou afric , anywh","efficient glad service never ! regretted using COMPANY never ! disappointed calling nigeria south africa , anywhere","effici glad servic never ! regret use compani never ! disappoint call nigeria south africa , anywher","effici glad servic never ! regret use compani never ! disappoint call nigeria south africa , anywher","efficy glad serv nev ! regret us company nev ! disappoint cal niger sou afric , anywh","efficient  glad services  never !regretted using COMPANY  never !disappointed calling nigeria south africa , anywhere ",1,5
5,16,6,2016,12,13,48,4,24,United States,1,3,0,customer service,Very good customer service . Response is swift and satisfatory,0.6115,-0.0,0.416,0.584,0.0,-0.0,0.0,1.0,customer service,very good customer service . response is swift and satisfatory,customer service,good customer service  response swift satisfatory,customer service,good customer service response swift satisfatory,custom servic,good custom servic respons swift satisfatori,custom servic,good custom servic respons swift satisfatori,custom serv,good custom serv respons swift satisf,customer service good customer service response swift satisfatory,custom servic good custom servic respons swift satisfatori,custom servic good custom servic respons swift satisfatori,custom serv good custom serv respons swift satisf,customer service good customer service  response swift satisfatory,1,5
5,16,6,2016,12,12,44,4,24,United Kingdom,2,5,0,Excellent shone service,"This has saves me lots of Dollars compares to AT & T , Sprint , Metro and likes on international calls .",0.4215,-0.0,0.149,0.851,0.5719,-0.0,0.649,0.351,excellent shone service,"this has saves me lots of dollars compares to AT & T , sprint , metro and likes on international calls .",excellent shone service,"saves lots dollars compares & , sprint , metro likes international calls ",excellent shone service,"save lot dollar compare & , sprint , metro like international call",excel shone servic,"save lot dollar compar & , sprint , metro like intern call",excel shone servic,"save lot dollar compar & , sprint , metro like intern call",excel shon serv,"sav lot doll comp & , sprint , metro lik intern cal","excellent shone service save lot dollar compare & , sprint , metro like international call","excel shone servic save lot dollar compar & , sprint , metro like intern call","excel shone servic save lot dollar compar & , sprint , metro like intern call","excel shon serv sav lot doll comp & , sprint , metro lik intern cal","excellent shone service saves lots dollars compares & , sprint , metro likes international calls ",0,5
3,16,6,2016,12,8,0,4,24,United States,1,4,0,international calling,Other service providers are giving unlimited calling to India for  PRICE / month without any restrictions on the numbers that you are calling . Why  COMPANY  is having restrictions ?,0.34,-0.0,0.085,0.915,0.0,-0.0,0.0,1.0,international calling,other service providers are giving unlimited calling to india for PRICE / month without any restrictions on the numbers that you are calling . why COMPANY is having restrictions ?,international calling,service providers giving unlimited calling india PRICE / month without restrictions numbers calling  COMPANY restrictions ,international calling,service provider giving unlimited calling india PRICE / month without restriction number calling COMPANY restriction,intern call,servic provid give unlimit call india price / month without restrict number call compani restrict,intern call,servic provid give unlimit call india price / month without restrict number call compani restrict,intern cal,serv provid giv unlimit cal ind pric / mon without restrict numb cal company restrict,international calling service provider giving unlimited calling india PRICE / month without restriction number calling COMPANY restriction,intern call servic provid give unlimit call india price / month without restrict number call compani restrict,intern call servic provid give unlimit call india price / month without restrict number call compani restrict,intern cal serv provid giv unlimit cal ind pric / mon without restrict numb cal company restrict,international calling service providers giving unlimited calling india PRICE / month without restrictions numbers calling  COMPANY restrictions ,1,3
2,16,6,2016,1,57,6,4,24,United States,1,5,0,getting billed by my carrier for international calls made via COMPANY,"Over the past few months , I noticed there were months I had really high bills and when it was investigated I found out some of my internal calls made with  COMPANY  were being billed by my carrier .",0.0,-0.0,0.0,1.0,0.0,-0.0,0.0,1.0,getting billed by my carrier for international calls made via COMPANY,"over the past few months , I noticed there were months I had really high bills and when it was investigated I found out some of my internal calls made with COMPANY were being billed by my carrier .",getting billed carrier international calls made via COMPANY,"past months , noticed months really high bills investigated found internal calls made COMPANY billed carrier ",getting billed carrier international call made via COMPANY,"past month , noticed month really high bill investigated found internal call made COMPANY billed carrier",get bill carrier intern call made via compani,"past month , notic month realli high bill investig found intern call made compani bill carrier",get bill carrier intern call made via compani,"past month , notic month realli high bill investig found intern call made compani bill carrier",get bil carry intern cal mad via company,"past month , not month real high bil investig found intern cal mad company bil carry","getting billed carrier international call made via COMPANY past month , noticed month really high bill investigated found internal call made COMPANY billed carrier","get bill carrier intern call made via compani past month , notic month realli high bill investig found intern call made compani bill carrier","get bill carrier intern call made via compani past month , notic month realli high bill investig found intern call made compani bill carrier","get bil carry intern cal mad via company past month , not month real high bil investig found intern cal mad company bil carry","getting billed carrier international calls made via COMPANY past months , noticed months really high bills investigated found internal calls made COMPANY billed carrier ",1,2
1,15,6,2016,0,14,20,3,24,United States,2,5,0,they used to be good but when they grew ...,"They are not anymore good - the credit drops even when the call doesn't get through , there are hidden fees , it is not working when you really need it and it will not accept payment if your card is expired , even when you add a new one .",-0.2477,-0.093,0.053,0.854,0.2382,-0.0,0.178,0.822,they used to be good but when they grew ...,"they are not !anymore good - the credit drops even when the call does n't !get through , there are hidden fees , it is not !working when you really need it and it will not !accept payment if your card is expired , even when you add a new one .",used good grew ,"not !anymore good - credit drops even call n't !get , hidden fees , not !working really need not !accept payment card expired , even add new one ",used good grew,"not ! anymore good - credit drop even call n't ! get , hidden fee , not ! working really need not ! accept payment card expired , even add new one",use good grew,"not ! anymor good - credit drop even call n't ! get , hidden fee , not ! work realli need not ! accept payment card expir , even add new one",use good grew,"not ! anymor good - credit drop even call n't ! get , hidden fee , not ! work realli need not ! accept payment card expir , even add new one",us good grew,"not ! anym good - credit drop ev cal n't ! get , hid fee , not ! work real nee not ! acceiv pay card expir , ev ad new on","used good grew not ! anymore good - credit drop even call n't ! get , hidden fee , not ! working really need not ! accept payment card expired , even add new one","use good grew not ! anymor good - credit drop even call n't ! get , hidden fee , not ! work realli need not ! accept payment card expir , even add new one","use good grew not ! anymor good - credit drop even call n't ! get , hidden fee , not ! work realli need not ! accept payment card expir , even add new one","us good grew not ! anym good - credit drop ev cal n't ! get , hid fee , not ! work real nee not ! acceiv pay card expir , ev ad new on","used good grew  not !anymore good - credit drops even call n't !get , hidden fees , not !working really need not !accept payment card expired , even add new one ",1,2
1,28,5,2016,2,18,57,6,21,United States,1,3,0,to not make one of the most expensive mistakes of your life by trusting this company .,"I wanted to make calls to Nigeria , and when I Google searched for how to do that I found  COMPANY  . I quickly paid for NUM mins and refered my friend to use their service . Normally , I can't make international calls directly from my phone but after paying i could . I expended NUM mins and got a bill of more than  PRICE from my network provider as  COMPANY  was not covering the calls . I felt they broke the trust because the fiduciary responsibility of a company is not just to collect money but to also provide information on how to use their services .",0.431,-0.037,0.066,0.897,-0.0202,-0.143,0.139,0.719,to not !make one of the most expensive mistakes of your life by trusting this company .,"I wanted to make calls to nigeria , and when I google searched for how to do that I found COMPANY . I quickly paid for NUM mins and refered my friend to use their service . normally , I ca n't !make international calls directly from my phone but after paying i could . I expended NUM mins and got a bill of more than PRICE from my network provider as COMPANY was not !covering the calls . I felt they broke the trust because the fiduciary responsibility of a company is not !just to collect money but to also provide information on how to use their services .",not !make one expensive mistakes life trusting company ,"wanted make calls nigeria , google searched found COMPANY  quickly paid NUM mins refered friend use service  normally , ca n't !make international calls directly phone paying could  expended NUM mins got bill PRICE network provider COMPANY not !covering calls  felt broke trust fiduciary responsibility company not !collect money also provide information use services ",not ! make one expensive mistake life trusting company,"wanted make call nigeria , google searched found COMPANY quickly paid NUM min refered friend use service normally , ca n't ! make international call directly phone paying could expended NUM min got bill PRICE network provider COMPANY not ! covering call felt broke trust fiduciary responsibility company not ! collect money also provide information use service",not ! make one expens mistak life trust compani,"want make call nigeria , googl search found compani quick paid num min refer friend use servic normal , ca n't ! make intern call direct phone pay could expend num min got bill price network provid compani not ! cover call felt broke trust fiduciari respons compani not ! collect money also provid inform use servic",not ! make one expens mistak life trust compani,"want make call nigeria , googl search found compani quickli paid num min refer friend use servic normal , ca n't ! make intern call directli phone pay could expend num min got bill price network provid compani not ! cover call felt broke trust fiduciari respons compani not ! collect money also provid inform use servic",not ! mak on expend mistak lif trust company,"want mak cal niger , googl search found company quick paid num min ref friend us serv norm , ca n't ! mak intern cal direct phon pay could expend num min got bil pric network provid company not ! cov cal felt brok trust fiducy respons company not ! collect money also provid inform us serv","not ! make one expensive mistake life trusting company wanted make call nigeria , google searched found COMPANY quickly paid NUM min refered friend use service normally , ca n't ! make international call directly phone paying could expended NUM min got bill PRICE network provider COMPANY not ! covering call felt broke trust fiduciary responsibility company not ! collect money also provide information use service","not ! make one expens mistak life trust compani want make call nigeria , googl search found compani quick paid num min refer friend use servic normal , ca n't ! make intern call direct phone pay could expend num min got bill price network provid compani not ! cover call felt broke trust fiduciari respons compani not ! collect money also provid inform use servic","not ! make one expens mistak life trust compani want make call nigeria , googl search found compani quickli paid num min refer friend use servic normal , ca n't ! make intern call directli phone pay could expend num min got bill price network provid compani not ! cover call felt broke trust fiduciari respons compani not ! collect money also provid inform use servic","not ! mak on expend mistak lif trust company want mak cal niger , googl search found company quick paid num min ref friend us serv norm , ca n't ! mak intern cal direct phon pay could expend num min got bil pric network provid company not ! cov cal felt brok trust fiducy respons company not ! collect money also provid inform us serv","not !make one expensive mistakes life trusting company  wanted make calls nigeria , google searched found COMPANY  quickly paid NUM mins refered friend use service  normally , ca n't !make international calls directly phone paying could  expended NUM mins got bill PRICE network provider COMPANY not !covering calls  felt broke trust fiduciary responsibility company not !collect money also provide information use services ",1,3
1,25,5,2016,12,32,41,3,21,United States,1,2,1,COMPANY is a cheater,I recharged with NUM min India calling but I am unable to make call and without making any successful call balance minute is NUM in just half an hour of time,-0.6259,-0.128,0.0,0.872,-0.5423,-0.636,0.0,0.364,COMPANY is a cheater,I recharged with NUM min india calling but I am unable to make call and without making any successful call balance minute is NUM in just half an hour of time,COMPANY cheater,recharged NUM min india calling unable make call without making successful call balance minute NUM half hour time,COMPANY cheater,recharged NUM min india calling unable make call without making successful call balance minute NUM half hour time,compani cheater,recharg num min india call unabl make call without make success call balanc minut num half hour time,compani cheater,recharg num min india call unabl make call without make success call balanc minut num half hour time,company che,recharg num min ind cal un mak cal without mak success cal bal minut num half hour tim,COMPANY cheater recharged NUM min india calling unable make call without making successful call balance minute NUM half hour time,compani cheater recharg num min india call unabl make call without make success call balanc minut num half hour time,compani cheater recharg num min india call unabl make call without make success call balanc minut num half hour time,company che recharg num min ind cal un mak cal without mak success cal bal minut num half hour tim,COMPANY cheater recharged NUM min india calling unable make call without making successful call balance minute NUM half hour time,1,2
2,21,5,2016,3,11,7,6,20,Canada,1,3,1,monthly NUM collar deduced from my account .,I have notice that my debit card has been deducted twice now for NUM USD each month at the NUM h .,0.0,-0.0,0.0,1.0,0.0,-0.0,0.0,1.0,monthly NUM collar deduced from my account .,I have notice that my debit card has been deducted twice now for NUM USD each month at the NUM h .,monthly NUM collar deduced account ,notice debit card deducted twice NUM USD month NUM h ,monthly NUM collar deduced account,notice debit card deducted twice NUM USD month NUM h,month num collar deduc account,notic debit card deduct twice num usd month num h,monthli num collar deduc account,notic debit card deduct twice num usd month num h,month num coll deduc account,not debit card deduc twic num usd mon num h,monthly NUM collar deduced account notice debit card deducted twice NUM USD month NUM h,month num collar deduc account notic debit card deduct twice num usd month num h,monthli num collar deduc account notic debit card deduct twice num usd month num h,month num coll deduc account not debit card deduc twic num usd mon num h,monthly NUM collar deduced account  notice debit card deducted twice NUM USD month NUM h ,2,2
1,19,5,2016,19,36,28,4,20,United States,1,3,0,Worst support I have even seen,I raised a couple of support tickets saying that my account is suspended and I am not able to place calls to India to talk to my family and now it's been NUM days I have not got any resolution . Also they don't have any number or escalation point of contact where we can call or complain . It's work support i have even seen for any company,-0.1083,-0.099,0.078,0.823,-0.34,-0.418,0.276,0.306,worst support I have even seen,I raised a couple of support tickets saying that my account is suspended and I am not !able to place calls to india to talk to my family and now it 's been NUM days I have not !got any resolution . also they do n't !have any number or escalation point of contact where we can call or complain . it 's work support i have even seen for any company,worst support even seen,raised couple support tickets saying account suspended not !able place calls india talk family ' NUM days not !got resolution  also n't !number escalation point contact call complain  ' work support even seen company,worst support even seen,raised couple support ticket saying account suspended not ! able place call india talk family ' NUM day not ! got resolution also n't ! number escalation point contact call complain ' work support even seen company,worst support even seen,rais coupl support ticket say account suspend not ! abl place call india talk famili ' num day not ! got resolut also n't ! number escal point contact call complain ' work support even seen compani,worst support even seen,rais coupl support ticket say account suspend not ! abl place call india talk famili ' num day not ! got resolut also n't ! number escal point contact call complain ' work support even seen compani,worst support ev seen,rais coupl support ticket say account suspend not ! abl plac cal ind talk famy ' num day not ! got resolv also n't ! numb esc point contact cal complain ' work support ev seen company,worst support even seen raised couple support ticket saying account suspended not ! able place call india talk family ' NUM day not ! got resolution also n't ! number escalation point contact call complain ' work support even seen company,worst support even seen rais coupl support ticket say account suspend not ! abl place call india talk famili ' num day not ! got resolut also n't ! number escal point contact call complain ' work support even seen compani,worst support even seen rais coupl support ticket say account suspend not ! abl place call india talk famili ' num day not ! got resolut also n't ! number escal point contact call complain ' work support even seen compani,worst support ev seen rais coupl support ticket say account suspend not ! abl plac cal ind talk famy ' num day not ! got resolv also n't ! numb esc point contact cal complain ' work support ev seen company,worst support even seen raised couple support tickets saying account suspended not !able place calls india talk family ' NUM days not !got resolution  also n't !number escalation point contact call complain  ' work support even seen company,1,1
